"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Year","Units of Measure","Exceptional Data Type","Observation Count","Observation Percent","Primary Exceedance Count","Secdary Exceedance Count","Valid Day Count","Required Day Count","Exceptional Data Count","Certification Indicator","Null Data Count","Half MDL Sub Count","Nonregulatory Arithmetic Mean","Arithmetic Mean","Arithmetic Standard Dev","Weighted Arithmetic Mean","Minimum Value","Nonreg First Maximum Value","Nonreg First Maximum DateTime","First Maximum Value","First Maximum DateTime","Second Maximum Value","Second Maximum DateTime","Third Maximum Value","Third Maximum DateTime","Fourth Maximum Value","Fourth Maximum DateTime","50th Perecentile","75th Perecentile","90th Perecentile","95th Perecentile","98th Perecentile","99th Perecentile","Method Count","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"24","003","1003","85101","2","39.169533","-76.627933","WGS84","PM10 - LC","1 HOUR","","2007","Micrograms/cubic meter (LC)","No Events","8293","100",".",".","59","60","0","Certification not required","281","0","","25.401182","15.027994",".","0","","","152","2007-03-15 07:00","147","2007-05-27 18:00","143","2007-02-12 07:00","142","2007-05-22 07:00","23","34","45","53","64","71","1","","Maryland","Anne Arundel","Glen Burnie","GLEN BURNIE","ANNE ARUNDEL CO. PUBLIC WORKS BLDG. 7409 BALTIMORE ANNAPOLIS BLVD.","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","1003","68108","1","39.169533","-76.627933","WGS84","Average Ambient Pressure","24 HOUR","","2007","Millimeters (mercury)","No Events","111","100",".",".","55","60","0","Certification not required","0","0","","764.567568","6.240078",".","751","","","780","2007-01-18 00:00","780","2007-02-05 00:00","779","2007-01-21 00:00","777","2007-01-12 00:00","764","769","773","777","779","780","1","","Maryland","Anne Arundel","Glen Burnie","GLEN BURNIE","ANNE ARUNDEL CO. PUBLIC WORKS BLDG. 7409 BALTIMORE ANNAPOLIS BLVD.","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","1003","88101","1","39.169533","-76.627933","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2007","Micrograms/cubic meter (LC)","No Events","111","91","2","2","110","121","0","Uncertified (past due)","0","0","","13.626126","7.323607","13.4157051192342","3.7","","","41.6","2007-08-07 00:00","37.7","2007-08-04 00:00","34.8","2007-07-09 00:00","27.8","2007-07-08 00:00","12.3","16.8","22.7","27.5","34.8","37.7","1","","Maryland","Anne Arundel","Glen Burnie","GLEN BURNIE","ANNE ARUNDEL CO. PUBLIC WORKS BLDG. 7409 BALTIMORE ANNAPOLIS BLVD.","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","1003","88101","1","39.169533","-76.627933","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 Annual 2012","2007","Micrograms/cubic meter (LC)","No Events","111","91",".",".","110","121","0","Uncertified (past due)","0","0","","13.626126","7.323607","13.4157051192342","3.7","","","41.6","2007-08-07 00:00","37.7","2007-08-04 00:00","34.8","2007-07-09 00:00","27.8","2007-07-08 00:00","12.3","16.8","22.7","27.5","34.8","37.7","1","","Maryland","Anne Arundel","Glen Burnie","GLEN BURNIE","ANNE ARUNDEL CO. PUBLIC WORKS BLDG. 7409 BALTIMORE ANNAPOLIS BLVD.","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","1003","68105","1","39.169533","-76.627933","WGS84","Average Ambient Temperature","24 HOUR","","2007","Degrees Centigrade","No Events","111","100",".",".","55","60","0","Certification not required","0","0","","14.087387","10.627889",".","-9.8","","","30.9","2007-08-07 00:00","30.6","2007-07-09 00:00","30.1","2007-08-04 00:00","28.8","2007-07-17 00:00","14.8","23.9","27.4","28.7","30.1","30.6","1","","Maryland","Anne Arundel","Glen Burnie","GLEN BURNIE","ANNE ARUNDEL CO. PUBLIC WORKS BLDG. 7409 BALTIMORE ANNAPOLIS BLVD.","Baltimore-Columbia-Towson, MD","AQS Data Mart"
