"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Year","Units of Measure","Exceptional Data Type","Observation Count","Observation Percent","Primary Exceedance Count","Secdary Exceedance Count","Valid Day Count","Required Day Count","Exceptional Data Count","Certification Indicator","Null Data Count","Half MDL Sub Count","Nonregulatory Arithmetic Mean","Arithmetic Mean","Arithmetic Standard Dev","Weighted Arithmetic Mean","Minimum Value","Nonreg First Maximum Value","Nonreg First Maximum DateTime","First Maximum Value","First Maximum DateTime","Second Maximum Value","Second Maximum DateTime","Third Maximum Value","Third Maximum DateTime","Fourth Maximum Value","Fourth Maximum DateTime","50th Perecentile","75th Perecentile","90th Perecentile","95th Perecentile","98th Perecentile","99th Perecentile","Method Count","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"24","510","0040","43828","1","39.297733","-76.604603","WGS84","Bromodichloromethane","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","0.000566","0.004121",".","0","","","0.03","2007-11-14 00:00","0","2007-01-06 00:00","0","2007-01-12 00:00","0","2007-01-18 00:00","0","0","0","0","0","0.03","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","43232","1","39.297733","-76.604603","WGS84","n-Heptane","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","0.788491","0.636866",".","0.21","","","4.55","2007-11-14 00:00","1.89","2007-12-08 00:00","1.68","2007-11-20 00:00","1.54","2007-01-12 00:00","0.63","0.77","1.26","1.68","1.89","4.55","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","43560","1","39.297733","-76.604603","WGS84","Methyl isobutyl ketone","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","0.222642","0.337913",".","0","","","2","2007-03-13 00:00","1.14","2007-11-26 00:00","0.72","2007-10-03 00:00","0.72","2007-11-20 00:00","0.1","0.3","0.5","0.72","1.14","2","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","43832","1","39.297733","-76.604603","WGS84","Dibromochloromethane","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","0","0",".","0","","","0","2007-01-06 00:00","0","2007-01-12 00:00","0","2007-01-18 00:00","0","2007-01-24 00:00","0","0","0","0","0","0","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","43559","1","39.297733","-76.604603","WGS84","Methyl Butyl Ketone","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","0.132075","0.156615",".","0","","","0.8","2007-07-11 00:00","0.5","2007-07-29 00:00","0.4","2007-07-05 00:00","0.4","2007-08-04 00:00","0.1","0.2","0.4","0.4","0.5","0.8","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","43551","1","39.297733","-76.604603","WGS84","Acetone","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","10.353396","5.500997",".","3.18","","","26.97","2007-07-11 00:00","20.13","2007-07-29 00:00","20.04","2007-08-04 00:00","19.62","2007-08-16 00:00","9.24","14.55","18.3","20.04","20.13","26.97","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","42153","1","39.297733","-76.604603","WGS84","Carbon disulfide","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","0.004528","0.009107",".","0","","","0.03","2007-11-08 00:00","0.03","2007-11-14 00:00","0.02","2007-07-11 00:00","0.02","2007-07-17 00:00","0","0","0.02","0.02","0.03","0.03","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","43312","1","39.297733","-76.604603","WGS84","2-Propanol","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","1.408868","0.696192",".","0.27","","","3.81","2007-11-14 00:00","2.97","2007-12-08 00:00","2.88","2007-11-20 00:00","2.76","2007-03-13 00:00","1.38","1.74","2.25","2.88","2.97","3.81","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","43372","1","39.297733","-76.604603","WGS84","Methyl tert-butyl ether","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","0.116981","0.095547",".","0","","","0.4","2007-11-14 00:00","0.3","2007-05-24 00:00","0.3","2007-05-30 00:00","0.3","2007-09-21 00:00","0.1","0.2","0.2","0.3","0.3","0.4","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","510","0040","43552","1","39.297733","-76.604603","WGS84","Methyl ethyl ketone","24 HOUR","","2007","Parts per billion Carbon","No Events","53","88",".",".","53","60","0","Certification not required","0","0","","1.433585","0.794624",".","0.2","","","3.7","2007-05-30 00:00","3.68","2007-07-11 00:00","3.28","2007-07-05 00:00","2.92","2007-09-21 00:00","1.32","1.8","2.56","3.28","3.68","3.7","1","","Maryland","Baltimore (City)","Baltimore","Oldtown","Oldtown Fire Station, 1100 Hillen Street","Baltimore-Columbia-Towson, MD","AQS Data Mart"
