"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Year","Units of Measure","Exceptional Data Type","Observation Count","Observation Percent","Primary Exceedance Count","Secdary Exceedance Count","Valid Day Count","Required Day Count","Exceptional Data Count","Certification Indicator","Null Data Count","Half MDL Sub Count","Nonregulatory Arithmetic Mean","Arithmetic Mean","Arithmetic Standard Dev","Weighted Arithmetic Mean","Minimum Value","Nonreg First Maximum Value","Nonreg First Maximum DateTime","First Maximum Value","First Maximum DateTime","Second Maximum Value","Second Maximum DateTime","Third Maximum Value","Third Maximum DateTime","Fourth Maximum Value","Fourth Maximum DateTime","50th Perecentile","75th Perecentile","90th Perecentile","95th Perecentile","98th Perecentile","99th Perecentile","Method Count","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"24","003","2002","68109","2","39.1589106657134","-76.5110252153926","NAD83","Elapsed Sample Time","24 HOUR","","2004","Minutes","No Events","40","66",".",".","40","61","0","Certification not required","0","0","","1437.35","11.700427",".","1386","","","1440","2004-01-04 00:00","1440","2004-01-10 00:00","1440","2004-01-16 00:00","1440","2004-01-28 00:00","1440","1440","1440","1440","1440","1440","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","61101","1","39.1589106657134","-76.5110252153926","NAD83","Wind Speed - Scalar","1 HOUR","","2004","Knots","No Events","5136","58",".",".","214","366","0","Certification not required","0","0","","3.67903","2.54069",".","0","","","16.2","2004-04-04 15:00","15.9","2004-04-12 20:00","15.7","2004-04-04 14:00","15.2","2004-04-04 11:00","3.2","5.1","7","8.2","10.3","12.1","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","61102","1","39.1589106657134","-76.5110252153926","NAD83","Wind Direction - Scalar","1 HOUR","","2004","Degrees Compass","No Events","5128","58",".",".","213","366","0","Certification not required","0","0","","181.421217","92.866322",".","0","","","359","2004-04-15 18:00","359","2004-04-24 08:00","359","2004-06-05 16:00","359","2004-07-29 05:00","190","244","305","342","352","355","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68101","2","39.1589106657134","-76.5110252153926","NAD83","Sample Flow Rate- CV","24 HOUR","","2004","Percent","No Events","40","66",".",".","40","61","0","Certification not required","0","0","","0.26","0.054538",".","0.2","","","0.4","2004-01-10 00:00","0.3","2004-01-16 00:00","0.3","2004-01-22 00:00","0.3","2004-01-28 00:00","0.3","0.3","0.3","0.3","0.4","0.4","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68102","1","39.1589106657134","-76.5110252153926","NAD83","Sample Volume","24 HOUR","","2004","Cubic meter","No Events","114","100",".",".","60","61","0","Certification not required","0","0","","23.978947","0.112473",".","23.3","","","24","2004-01-01 00:00","24","2004-01-04 00:00","24","2004-01-07 00:00","24","2004-01-10 00:00","24","24","24","24","24","24","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68102","2","39.1589106657134","-76.5110252153926","NAD83","Sample Volume","24 HOUR","","2004","Cubic meter","No Events","40","66",".",".","40","61","0","Certification not required","0","0","","23.985","0.080224",".","23.5","","","24","2004-01-04 00:00","24","2004-01-10 00:00","24","2004-01-16 00:00","24","2004-01-28 00:00","24","24","24","24","24","24","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68103","1","39.1589106657134","-76.5110252153926","NAD83","Ambient Min Temperature","24 HOUR","","2004","Degrees Centigrade","No Events","114","100",".",".","60","61","0","Certification not required","0","0","","9.090351","9.440695",".","-15.4","","","23.5","2004-08-01 00:00","23.2","2004-07-05 00:00","22.3","2004-05-24 00:00","22","2004-06-17 00:00","9.9","18.3","20.5","21.6","22.3","23.2","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68103","2","39.1589106657134","-76.5110252153926","NAD83","Ambient Min Temperature","24 HOUR","","2004","Degrees Centigrade","No Events","40","66",".",".","40","61","0","Certification not required","0","0","","9.11","10.946532",".","-14.7","","","23.4","2004-08-01 00:00","21.7","2004-08-19 00:00","21.5","2004-08-25 00:00","21.2","2004-07-14 00:00","11.4","19.8","21.2","21.7","23.4","23.4","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68104","1","39.1589106657134","-76.5110252153926","NAD83","Ambient Max Temperature","24 HOUR","","2004","Degrees Centigrade","No Events","114","100",".",".","60","61","0","Certification not required","0","0","","19.522807","10.443409",".","-5.7","","","36.1","2004-07-05 00:00","35.3","2004-05-24 00:00","34.8","2004-08-28 00:00","34.6","2004-08-04 00:00","19.8","28.9","32.8","34.2","34.8","35.3","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68104","2","39.1589106657134","-76.5110252153926","NAD83","Ambient Max Temperature","24 HOUR","","2004","Degrees Centigrade","No Events","40","66",".",".","40","61","0","Certification not required","0","0","","19.0075","11.436141",".","-6.7","","","33.3","2004-08-19 00:00","32.4","2004-07-14 00:00","32.2","2004-07-02 00:00","32.2","2004-07-08 00:00","24.1","28.9","32.2","32.4","33.3","33.3","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
