"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Year","Units of Measure","Exceptional Data Type","Observation Count","Observation Percent","Primary Exceedance Count","Secdary Exceedance Count","Valid Day Count","Required Day Count","Exceptional Data Count","Certification Indicator","Null Data Count","Half MDL Sub Count","Nonregulatory Arithmetic Mean","Arithmetic Mean","Arithmetic Standard Dev","Weighted Arithmetic Mean","Minimum Value","Nonreg First Maximum Value","Nonreg First Maximum DateTime","First Maximum Value","First Maximum DateTime","Second Maximum Value","Second Maximum DateTime","Third Maximum Value","Third Maximum DateTime","Fourth Maximum Value","Fourth Maximum DateTime","50th Perecentile","75th Perecentile","90th Perecentile","95th Perecentile","98th Perecentile","99th Perecentile","Method Count","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"24","003","2002","68109","2","39.1589106657134","-76.5110252153926","NAD83","Elapsed Sample Time","24 HOUR","","2005","Minutes","No Events","46","75",".",".","46","61","0","Certification not required","0","0","","1438.804348","8.109308",".","1385","","","1440","2005-03-17 00:00","1440","2005-03-23 00:00","1440","2005-03-29 00:00","1440","2005-04-04 00:00","1440","1440","1440","1440","1440","1440","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","61101","1","39.1589106657134","-76.5110252153926","NAD83","Wind Speed - Scalar","1 HOUR","","2005","Knots","No Events","5136","70",".",".","214","305","0","Certification not required","0","0","","3.602005","2.377262",".","0","","","17.4","2005-05-20 10:00","17.3","2005-05-20 11:00","16.8","2005-05-20 09:00","16.1","2005-05-20 12:00","3.3","4.9","6.7","7.9","9.8","11","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","61102","1","39.1589106657134","-76.5110252153926","NAD83","Wind Direction - Scalar","1 HOUR","","2005","Degrees Compass","No Events","5136","70",".",".","214","305","0","Certification not required","0","0","","180.210086","96.886953",".","0","","","359","2005-05-04 00:00","359","2005-05-08 18:00","359","2005-05-12 09:00","359","2005-05-21 14:00","193","252","307","345","354","357","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68101","1","39.1589106657134","-76.5110252153926","NAD83","Sample Flow Rate- CV","24 HOUR","","2005","Percent","No Events","112","100",".",".","59","61","0","Certification not required","0","0","","0.150893","0.061506",".","0.1","","","0.4","2005-03-11 00:00","0.4","2005-08-20 00:00","0.3","2005-08-29 00:00","0.2","2005-01-19 00:00","0.1","0.2","0.2","0.2","0.3","0.4","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68101","2","39.1589106657134","-76.5110252153926","NAD83","Sample Flow Rate- CV","24 HOUR","","2005","Percent","No Events","46","75",".",".","46","61","0","Certification not required","0","0","","0.152174","0.054728",".","0.1","","","0.3","2005-10-07 00:00","0.2","2005-06-09 00:00","0.2","2005-06-21 00:00","0.2","2005-06-27 00:00","0.2","0.2","0.2","0.2","0.3","0.3","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68103","1","39.1589106657134","-76.5110252153926","NAD83","Ambient Min Temperature","24 HOUR","","2005","Degrees Centigrade","No Events","112","100",".",".","59","61","0","Certification not required","0","0","","8.89375","9.908421",".","-14.3","","","25.9","2005-08-14 00:00","24.3","2005-07-18 00:00","24","2005-08-05 00:00","23.7","2005-09-16 00:00","8.9","18.4","21.7","22.4","24","24.3","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68103","2","39.1589106657134","-76.5110252153926","NAD83","Ambient Min Temperature","24 HOUR","","2005","Degrees Centigrade","No Events","46","75",".",".","46","61","0","Certification not required","0","0","","11.156522","8.847138",".","-4.8","","","25.3","2005-08-14 00:00","22.9","2005-06-09 00:00","22.7","2005-07-27 00:00","22.6","2005-06-27 00:00","12.2","19.4","22.5","22.7","25.3","25.3","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68104","1","39.1589106657134","-76.5110252153926","NAD83","Ambient Max Temperature","24 HOUR","","2005","Degrees Centigrade","No Events","112","100",".",".","59","61","0","Certification not required","0","0","","20.059821","11.11284",".","-5.2","","","39.3","2005-07-27 00:00","37.9","2005-08-05 00:00","37.7","2005-08-14 00:00","36.6","2005-07-21 00:00","21.2","29.9","33.4","36.3","37.7","37.9","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68104","2","39.1589106657134","-76.5110252153926","NAD83","Ambient Max Temperature","24 HOUR","","2005","Degrees Centigrade","No Events","46","75",".",".","46","61","0","Certification not required","0","0","","22.573913","9.704694",".","4","","","38.4","2005-07-27 00:00","37.2","2005-08-14 00:00","36.6","2005-07-21 00:00","36.2","2005-08-02 00:00","23.9","31","33.1","36.6","38.4","38.4","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68105","1","39.1589106657134","-76.5110252153926","NAD83","Average Ambient Temperature","24 HOUR","","2005","Degrees Centigrade","No Events","112","100",".",".","59","61","0","Certification not required","0","0","","14.150893","10.188246",".","-8.7","","","30.8","2005-08-14 00:00","30.7","2005-07-27 00:00","29.6","2005-07-18 00:00","29.6","2005-08-05 00:00","15.1","24.4","26.4","28.7","29.6","30.7","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68105","2","39.1589106657134","-76.5110252153926","NAD83","Average Ambient Temperature","24 HOUR","","2005","Degrees Centigrade","No Events","46","75",".",".","46","61","0","Certification not required","0","0","","16.552174","8.907793",".","0","","","30.6","2005-07-27 00:00","30.6","2005-08-14 00:00","28.9","2005-08-02 00:00","28.1","2005-07-21 00:00","17","24.6","27.3","28.9","30.6","30.6","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68106","1","39.1589106657134","-76.5110252153926","NAD83","Sample Min Baro Pressure","24 HOUR","","2005","Millimeters (mercury)","No Events","112","100",".",".","59","61","0","Certification not required","0","0","","758.321429","5.756648",".","741","","","786","2005-01-28 00:00","773","2005-04-16 00:00","770","2005-01-16 00:00","770","2005-11-18 00:00","757","760","765","769","770","773","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68106","2","39.1589106657134","-76.5110252153926","NAD83","Sample Min Baro Pressure","24 HOUR","","2005","Millimeters (mercury)","No Events","46","75",".",".","46","61","0","Certification not required","0","0","","754.326087","5.895589",".","743","","","770","2005-12-18 00:00","768","2005-04-16 00:00","767","2005-11-18 00:00","764","2005-05-04 00:00","754","757","763","767","770","770","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68107","1","39.1589106657134","-76.5110252153926","NAD83","Sample Max Baro Pressure","24 HOUR","","2005","Millimeters (mercury)","No Events","112","100",".",".","59","61","0","Certification not required","0","0","","770.267857","7.826937",".","758","","","794","2005-01-28 00:00","790","2005-01-16 00:00","789","2005-01-19 00:00","789","2005-02-03 00:00","768","777","781","783","789","790","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
"24","003","2002","68107","2","39.1589106657134","-76.5110252153926","NAD83","Sample Max Baro Pressure","24 HOUR","","2005","Millimeters (mercury)","No Events","46","75",".",".","46","61","0","Certification not required","0","0","","767.652174","5.824154",".","759","","","784","2005-12-18 00:00","781","2005-11-18 00:00","780","2005-04-16 00:00","778","2005-05-04 00:00","767","769","778","780","784","784","1","","Maryland","Anne Arundel","Riviera Beach","","8515 JENKINS RD   RIVIERA BEACH   MD","Baltimore-Columbia-Towson, MD","AQS Data Mart"
