MonitorName,MonitorDescription,Latitude,Longitude,Metric,SeasonalMetric,Statistic,Values
M9801,Unknown,38.81592526561877,-77.18806244367052,D24HourMean,Annually,Mean,0.88055
M9802,Unknown,38.816974926155616,-77.13130443029141,D24HourMean,Annually,Mean,0.97312
M9803,Unknown,38.81799703540828,-77.07454349693734,D24HourMean,Annually,Mean,0.82535
M9804,Unknown,38.81899158916176,-77.0177797211188,D24HourMean,Annually,Mean,0.87505
M9805,Unknown,38.81995858331424,-76.96101318037083,D24HourMean,Annually,Mean,0.83344
M9806,Unknown,38.82089801387724,-76.90424395225213,D24HourMean,Annually,Mean,1.05851
M9807,Unknown,38.82180987697562,-76.84747211434461,D24HourMean,Annually,Mean,1.00539
M9808,Unknown,38.822694168847626,-76.79069774425264,D24HourMean,Annually,Mean,1.40456
M9809,Unknown,38.82355088584493,-76.73392091960235,D24HourMean,Annually,Mean,1.41318
M9810,Unknown,38.82438002443269,-76.67714171804106,D24HourMean,Annually,Mean,1.07858
M9811,Unknown,38.82518158118961,-76.62036021723648,D24HourMean,Annually,Mean,1.21075
M9812,Unknown,38.82595555280791,-76.56357649487623,D24HourMean,Annually,Mean,1.57034
M9813,Unknown,38.82670193609344,-76.50679062866696,D24HourMean,Annually,Mean,1.01466
M9814,Unknown,38.827420727965695,-76.45000269633387,D24HourMean,Annually,Mean,1.11859
M9815,Unknown,38.82811192545782,-76.39321277561992,D24HourMean,Annually,Mean,0.94788
M9816,Unknown,38.82877552571665,-76.33642094428521,D24HourMean,Annually,Mean,1.11599
M9817,Unknown,38.82941152600284,-76.27962728010631,D24HourMean,Annually,Mean,1.15461
M9818,Unknown,38.83001992369074,-76.22283186087559,D24HourMean,Annually,Mean,1.40544
M9819,Unknown,38.83060071626856,-76.16603476440054,D24HourMean,Annually,Mean,1.01301
M9820,Unknown,38.83115390133834,-76.1092360685031,D24HourMean,Annually,Mean,0.93424
M9821,Unknown,38.83167947661592,-76.05243585101903,D24HourMean,Annually,Mean,0.98604
M9822,Unknown,38.86053593885906,-77.18942958297558,D24HourMean,Annually,Mean,0.9626
M9823,Unknown,38.86158726310843,-77.13263617259446,D24HourMean,Annually,Mean,0.97763
M9824,Unknown,38.862610992451515,-77.07583983518467,D24HourMean,Annually,Mean,1.06824
M9825,Unknown,38.86360712266289,-77.01904064844338,D24HourMean,Annually,Mean,0.95205
M9826,Unknown,38.86457564963064,-76.96223869009236,D24HourMean,Annually,Mean,0.91603
M9827,Unknown,38.86551656935642,-76.90543403787726,D24HourMean,Annually,Mean,0.98549
M9828,Unknown,38.866429877955525,-76.8486267695669,D24HourMean,Annually,Mean,1.21558
M9829,Unknown,38.86731557165691,-76.79181696295278,D24HourMean,Annually,Mean,1.31534
M9830,Unknown,38.86817364680326,-76.73500469584816,D24HourMean,Annually,Mean,1.47925
M9831,Unknown,38.86900409985099,-76.67819004608765,D24HourMean,Annually,Mean,1.21224
M9832,Unknown,38.86980692737035,-76.6213730915263,D24HourMean,Annually,Mean,1.35873
M9833,Unknown,38.870582126045385,-76.56455391003912,D24HourMean,Annually,Mean,1.64879
M9834,Unknown,38.87132969267409,-76.50773257952035,D24HourMean,Annually,Mean,1.12556
M9835,Unknown,38.8720496241683,-76.45090917788272,D24HourMean,Annually,Mean,1.19688
M9836,Unknown,38.87274191755387,-76.39408378305687,D24HourMean,Annually,Mean,1.17606
M9837,Unknown,38.87340656997059,-76.33725647299067,D24HourMean,Annually,Mean,1.17376
M9838,Unknown,38.874043578672314,-76.28042732564849,D24HourMean,Annually,Mean,1.53174
M9839,Unknown,38.87465294102695,-76.22359641901059,D24HourMean,Annually,Mean,1.28076
M9840,Unknown,38.87523465451646,-76.16676383107239,D24HourMean,Annually,Mean,0.98918
M9841,Unknown,38.87578871673696,-76.10992963984386,D24HourMean,Annually,Mean,1.08333
M9842,Unknown,38.8763151253987,-76.05309392334883,D24HourMean,Annually,Mean,0.78901
M9843,Unknown,38.90514622975771,-77.19079975510579,D24HourMean,Annually,Mean,1.24087
M9844,Unknown,38.90619921976991,-77.13397086932368,D24HourMean,Annually,Mean,1.13256
M9845,Unknown,38.90722457120019,-77.07713904943373,D24HourMean,Annually,Mean,1.09848
M9846,Unknown,38.9082222798127,-77.02030437332044,D24HourMean,Annually,Mean,1.17564
M9847,Unknown,38.909192341485316,-76.96346691889305,D24HourMean,Annually,Mean,1.09884
M9848,Unknown,38.91013475220988,-76.90662676408472,D24HourMean,Annually,Mean,1.02024
M9849,Unknown,38.911049508092056,-76.84978398685199,D24HourMean,Annually,Mean,1.28978
M9850,Unknown,38.91193660535149,-76.79293866517402,D24HourMean,Annually,Mean,1.29688
M9851,Unknown,38.91279604032185,-76.73609087705199,D24HourMean,Annually,Mean,1.56668
M9852,Unknown,38.91362780945077,-76.6792407005084,D24HourMean,Annually,Mean,1.35734
M9853,Unknown,38.91443190930003,-76.62238821358633,D24HourMean,Annually,Mean,1.54896
M9854,Unknown,38.915208336545504,-76.56553349434895,D24HourMean,Annually,Mean,1.71722
M9855,Unknown,38.915957087977255,-76.5086766208786,D24HourMean,Annually,Mean,1.36251
M9856,Unknown,38.91667816049949,-76.45181767127636,D24HourMean,Annually,Mean,1.21356
M9857,Unknown,38.91737155113071,-76.39495672366118,D24HourMean,Annually,Mean,1.35488
M9858,Unknown,38.91803725700365,-76.33809385616934,D24HourMean,Annually,Mean,1.53789
M9859,Unknown,38.918675275365366,-76.28122914695372,D24HourMean,Annually,Mean,1.60756
M9860,Unknown,38.919285603577265,-76.22436267418314,D24HourMean,Annually,Mean,1.11329
M9861,Unknown,38.91986823911508,-76.16749451604164,D24HourMean,Annually,Mean,1.18892
M9862,Unknown,38.920423179569,-76.1106247507279,D24HourMean,Annually,Mean,0.92502
M9863,Unknown,38.92095042264359,-76.05375345645446,D24HourMean,Annually,Mean,1.1863
M9864,Unknown,38.949756138087864,-77.19217296739559,D24HourMean,Annually,Mean,0.91972
M9865,Unknown,38.9508107959191,-77.13530852762453,D24HourMean,Annually,Mean,1.35403
M9866,Unknown,38.95183777143909,-77.07844114664086,D24HourMean,Annually,Mean,1.34147
M9867,Unknown,38.95283706040148,-77.02157090251715,D24HourMean,Annually,Mean,1.23547
