MonitorName,MonitorDescription,Latitude,Longitude,Metric,SeasonalMetric,Statistic,Values
M1601,Unknown,38.817997778706015,-77.18812589060515,D24HourMean,Annually,Mean,0.08072
M1602,Unknown,38.81904630843418,-77.13143242373779,D24HourMean,Annually,Mean,0.07825
M1603,Unknown,38.82006734908018,-77.07473604328494,D24HourMean,Annually,Mean,0.09146
M1604,Unknown,38.82106089644306,-77.01803682649485,D24HourMean,Annually,Mean,0.09109
M1605,Unknown,38.82202694643449,-76.96133485064011,D24HourMean,Annually,Mean,0.08103
M1606,Unknown,38.82296549507908,-76.90463019301706,D24HourMean,Annually,Mean,0.08312
M1607,Unknown,38.823876538514135,-76.84792293094497,D24HourMean,Annually,Mean,0.08041
M1608,Unknown,38.82476007298992,-76.79121314176557,D24HourMean,Annually,Mean,0.08362
M1609,Unknown,38.82561609486959,-76.73450090284226,D24HourMean,Annually,Mean,0.09046
M1610,Unknown,38.82644460062926,-76.67778629155946,D24HourMean,Annually,Mean,0.1054
M1611,Unknown,38.82724558685805,-76.62106938532202,D24HourMean,Annually,Mean,0.1124
M1612,Unknown,38.82801905025812,-76.56435026155448,D24HourMean,Annually,Mean,0.11134
M1613,Unknown,38.828764987644746,-76.50762899770048,D24HourMean,Annually,Mean,0.08029
M1614,Unknown,38.829483395946276,-76.45090567122197,D24HourMean,Annually,Mean,0.08398
M1615,Unknown,38.83017427220427,-76.39418035959875,D24HourMean,Annually,Mean,0.07276
M1616,Unknown,38.830837613573436,-76.33745314032758,D24HourMean,Annually,Mean,0.07361
M1617,Unknown,38.831473417321725,-76.28072409092168,D24HourMean,Annually,Mean,0.0876
M1618,Unknown,38.83208168083035,-76.22399328891,D24HourMean,Annually,Mean,0.15994
M1619,Unknown,38.8326624015938,-76.16726081183656,D24HourMean,Annually,Mean,0.13155
M1620,Unknown,38.83321557721989,-76.11052673725978,D24HourMean,Annually,Mean,0.07658
M1621,Unknown,38.83374120542981,-76.05379114275185,D24HourMean,Annually,Mean,0.08658
M1622,Unknown,38.86234936106137,-77.18948522148374,D24HourMean,Annually,Mean,0.093410000000000007
M1623,Unknown,38.86339954302515,-77.13275660083487,D24HourMean,Annually,Mean,0.09315
M1624,Unknown,38.86442219263678,-77.07602505960277,D24HourMean,Annually,Mean,0.0899
M1625,Unknown,38.865417305684964,-77.0192906752207,D24HourMean,Annually,Mean,0.10249
M1626,Unknown,38.866384878071415,-76.9625535251463,D24HourMean,Annually,Mean,0.09877
M1627,Unknown,38.86732490581091,-76.90581368686108,D24HourMean,Annually,Mean,0.09111
M1628,Unknown,38.8682373850313,-76.8490712378696,D24HourMean,Annually,Mean,0.09723
M1629,Unknown,38.86912231197367,-76.79232625569892,D24HourMean,Annually,Mean,0.09505
M1630,Unknown,38.869979682992195,-76.73557881789793,D24HourMean,Annually,Mean,0.09149
M1631,Unknown,38.87080949455438,-76.6788290020366,D24HourMean,Annually,Mean,0.11227
M1632,Unknown,38.87161174324096,-76.62207688570541,D24HourMean,Annually,Mean,0.12548
M1633,Unknown,38.872386425746,-76.56532254651464,D24HourMean,Annually,Mean,0.12324
M1634,Unknown,38.87313353887695,-76.50856606209365,D24HourMean,Annually,Mean,0.094
M1635,Unknown,38.87385307955463,-76.4518075100904,D24HourMean,Annually,Mean,0.09519
M1636,Unknown,38.87454504481331,-76.39504696817053,D24HourMean,Annually,Mean,0.08114
M1637,Unknown,38.87520943180072,-76.3382845140169,D24HourMean,Annually,Mean,0.08708
M1638,Unknown,38.87584623777811,-76.28152022532882,D24HourMean,Annually,Mean,0.16085
M1639,Unknown,38.87645546012024,-76.22475417982139,D24HourMean,Annually,Mean,0.17601
M1640,Unknown,38.87703709631547,-76.16798645522485,D24HourMean,Annually,Mean,0.08914
M1641,Unknown,38.87759114396574,-76.11121712928396,D24HourMean,Annually,Mean,0.1002
M1642,Unknown,38.87811760078661,-76.0544462797572,D24HourMean,Annually,Mean,0.12661
M1643,Unknown,38.906700565493935,-77.19084755035796,D24HourMean,Annually,Mean,0.11317
M1644,Unknown,38.9077524017178,-77.13408369851935,D24HourMean,Annually,Mean,0.10915
M1645,Unknown,38.90877666226674,-77.07731691907468,D24HourMean,Annually,Mean,0.10871
M1646,Unknown,38.909773342919095,-77.02054728964283,D24HourMean,Annually,Mean,0.1047
M1647,Unknown,38.91074243956653,-76.9637748878672,D24HourMean,Annually,Mean,0.11655
M1648,Unknown,38.91168394821403,-76.9069997914151,D24HourMean,Annually,Mean,0.1076
M1649,Unknown,38.91259786497997,-76.85022207797704,D24HourMean,Annually,Mean,0.10674
M1650,Unknown,38.91348418609615,-76.79344182526613,D24HourMean,Annually,Mean,0.10833
M1651,Unknown,38.914342907907844,-76.73665911101736,D24HourMean,Annually,Mean,0.1034
M1652,Unknown,38.91517402687384,-76.67987401298691,D24HourMean,Annually,Mean,0.12657
M1653,Unknown,38.9159775395665,-76.62308660895158,D24HourMean,Annually,Mean,0.14272
M1654,Unknown,38.91675344267175,-76.56629697670802,D24HourMean,Annually,Mean,0.13672
M1655,Unknown,38.917501732989194,-76.5095051940721,D24HourMean,Annually,Mean,0.11549
M1656,Unknown,38.91822240743211,-76.45271133887827,D24HourMean,Annually,Mean,0.10149
M1657,Unknown,38.91891546302744,-76.39591548897883,D24HourMean,Annually,Mean,0.09276
M1658,Unknown,38.91958089691596,-76.33911772224333,D24HourMean,Annually,Mean,0.14473
M1659,Unknown,38.92021870635215,-76.28231811655783,D24HourMean,Annually,Mean,0.22774
M1660,Unknown,38.92082888870435,-76.22551674982428,D24HourMean,Annually,Mean,0.10461
M1661,Unknown,38.921411441454715,-76.16871369995982,D24HourMean,Annually,Mean,0.1179
M1662,Unknown,38.921966362199306,-76.11190904489617,D24HourMean,Annually,Mean,0.15209
M1663,Unknown,38.92249364864807,-76.05510286257882,D24HourMean,Annually,Mean,0.13417
M1664,Unknown,38.951051391780794,-77.19221288443616,D24HourMean,Annually,Mean,0.12925
M1665,Unknown,38.95210488429499,-77.13541372381407,D24HourMean,Annually,Mean,0.13396
M1666,Unknown,38.95313075775851,-77.07861162853789,D24HourMean,Annually,Mean,0.12935
M1667,Unknown,38.954129007939365,-77.02180667641274,D24HourMean,Annually,Mean,0.12836
M1668,Unknown,38.955099630719104,-76.96499894526843,D24HourMean,Annually,Mean,0.1256
M1669,Unknown,38.956042622092916,-76.90818851295882,D24HourMean,Annually,Mean,0.1318
M1670,Unknown,38.956957978169605,-76.85137545736099,D24HourMean,Annually,Mean,0.11957
M1671,Unknown,38.95784569517173,-76.79455985637473,D24HourMean,Annually,Mean,0.1331
M1672,Unknown,38.95870576943559,-76.73774178792186,D24HourMean,Annually,Mean,0.1234
M1673,Unknown,38.959538197411256,-76.68092132994543,D24HourMean,Annually,Mean,0.13903
M1674,Unknown,38.96034297566268,-76.6240985604092,D24HourMean,Annually,Mean,0.1673
M1675,Unknown,38.96112010086764,-76.56727355729686,D24HourMean,Annually,Mean,0.15146
M1676,Unknown,38.961869569817885,-76.51044639861146,D24HourMean,Annually,Mean,0.13099
